No_;Description;Unit Price;Söluflokkur;Item Category Code;ABC-Item;Áfengisgjald (tegund);Base Unit of Measure;Millilítrar;Heiti umboðsmanns;Vendor No_
02282;Remy Martin XO;5540;REYNSLA;10;0;3;FL.;350;Karl K. Karlsson hf.;601289-1489
02283;Martell Nobliqe;4790;REYNSLA;10;0;3;FL.;700;Karl K. Karlsson hei;601289-1489
02285;Godiva White Chocolate;1950;REYNSLA;20;0;3;FL.;750;Karl K. Karlsson hei;601289-1489
02287;Longmorn 15 ára;0;;13;0;3;;750;;570169-0339
02288;Glen Keith Malt;4410;REYNSLA;13;0;3;FL.;700;Karl K. Karlsson hf;570169-0339
02290;Strathisla 12 ára;0;;13;0;3;;1000;;570169-0339
02291;Imperial Gran Reserva 2007 1,5 L;12599;SÉRFLOKKUR;01;3;2;FL.;1500;;420178-0349
02292;Jose Cuervo 1800;3370;REYNSLA;15;0;3;FL.;700;Karl K. Karlsson hf;601289-1489
02293;Lemonello di Averna 30 %;3504;SÉRPÖNTUN;20;3;3;FL.;700;;601289-1489
02294;Mikkeller El Celler de Can Roca;616;SÉRPÖNTUN;60;3;1;FL.;330;;670169-6189
02295;Captain Morgan Private Stock;7890;SÉRFLOKKUR;14;3;3;FL.;750;;601289-1489
02296;Thule Jólabjór kút.;20743;SÉRPÖNTUN;60;3;1;KÚT.;30000;;470169-1419
02297;Cohiba Behike 52 10 vindlar í kassa;31471;T-SÉRPÖNT;93;0;4;PK.;0;;550394-2359
02298;Cohiba Behike 54 10 vindlar í kassa;41830;T-SÉRPÖNT;93;0;4;KS.;0;;550394-2359
02299;Cohiba Behike 56 10's 10 vindlar í kassa;46103;T-SÉRPÖNT;93;0;4;KS.;0;;550394-2359
02300;2004 Chateau Clerc Milon;13999;SÉRPÖNTUN;01;3;2;FL.;750;;530303-2410
02301;Seagrams Lemon Splash Gin & Juice;1870;REYNSLA;23;0;3;FL.;750;Karl K. Karlsson hei;570169-0339
02302;Mas du Soleilla Terre du Vent;4789;SÉRPÖNTUN;01;3;2;FL.;750;;470205-0400
02303;Hop Flood Amber Ale;733;SÉRPÖNTUN;61;3;1;FL.;355;;670169-6189
02304;Mouton Cadet Cannes Film Festival rautt;2898;SÉRPÖNTUN;01;3;2;FL.;750;;530303-2410
02305;San Miguel;349;REYNSLA;60;1;1;FL.;330;Karl K. Karlsson hf;501117-0210
02306;Imperial Gran Reserva;5999;SÉRFLOKKUR;01;3;2;FL.;750;;420178-0349
02307;Sandeman Founders Reserve;6199;KJARNI;05;0;3;FL.;1000;Karl K. Karlsson hei;550595-2579
02308;Anarkos rautt;2990;SÉRPÖNTUN;01;3;2;FL.;750;;570203-3980
02309;Pietraluna;2990;SÉRPÖNTUN;01;3;2;FL.;750;;570203-3980
02310;Sandeman White Porto;5399;SÉRPÖNTUN;05;3;3;FL.;1000;Karl K. Karlsson hf;550595-2579
02311;Goldschlager 700 ml;3670;REYNSLA;23;0;3;FL.;700;Karl K. Karlsson hf;601289-1489
02312;Heredad Mas Gatell Semi Sec Cava;1300;REYNSLA;04;0;2;FL.;750;Spánskt fyrir sjónir sf;451295-2929
02313;Heredad Mas Gatell Brut Cava;1300;REYNSLA;04;0;2;FL.;750;Spánskt fyrir sjónir sf;451295-2929
02314;Masa Pubill;1160;REYNSLA;02;0;2;FL.;750;Spánskt fyrir sjónir sf;451295-2929
02315;Masa Pubill;1290;REYNSLA;01;0;2;FL.;750;;451295-2929
02316;Giravolta;3990;SÉRPÖNTUN;01;3;2;FL.;750;;570203-3980
02317;Copos Real Reserva;1050;KJARNI;01;0;2;FL.;750;Spánskt fyrir sjónir;451295-2929
02318;Boulard Calvados XO;6060;REYNSLA;11;0;3;FL.;700;Karl K. Karlsson hei;601289-1489
02319;Felline Fiano Salento;3290;SÉRPÖNTUN;02;3;2;FL.;750;;570203-3980
02320;Mikkeller 19 IPA;713;SÉRPÖNTUN;61;3;1;FL.;330;;670169-6189
02321;Mikkeller Frelser Trippelbock;2331;SÉRPÖNTUN;60;3;1;FL.;750;;670169-6189
02322;Dopff & Irion Grand Cru Schoenenbourg Riesling;2695;REYNSLA;02;0;2;FL.;750;Karl K. Karlsson hf;601289-1489
02323;Dopff & Irion Riesling Vendange Tardive;2390;REYNSLA;02;0;2;FL.;375;Karl K. Karlsson hf.;601289-1489
02324;Emilio Moro Malleolus;7079;SÉRPÖNTUN;01;3;2;FL.;750;;570169-0339
02325;Boscaini Lugana Lunatio;870;KJARNI;02;0;2;FL.;750;Karl K. Karlsson hei;601289-1489
02326;Nostra Signora Pinot Nero;1480;REYNSLA;01;0;2;FL.;750;;601289-1489
02327;Lungarotti Rubesco;1390;REYNSLA;01;0;2;FL.;750;;601289-1489
02328;Lungarotti Grechetto;1040;REYNSLA;02;0;2;FL.;750;Karl K. Karlsson hf;601289-1489
02329;Louis Jadot Pommard Clos des Poutures;2560;KJARNI;01;0;2;FL.;750;;601289-1489
02330;Louis Jadot Beaujolais-Villages;2550;REYNSLA;01;0;2;FL.;750;;550394-2359
02331;Louis Jadot Pouilly-Fuisse;2370;REYNSLA;02;0;2;FL.;750;;601289-1489
02332;Bols Amaretto;1990;REYNSLA;20;0;3;FL.;500;Karl K. Karlsson hf.;601289-1489
02333;Mikkeller Amarillo IPA;969;SÉRPÖNTUN;61;3;1;FL.;330;;670169-6189
02334;Prairie Artisan Ales Pirate Bomb Barrel Aged;2083;SÉRPÖNTUN;61;3;1;FL.;355;;670169-6189
02335;Muga white;2799;SÉRFLOKKUR;02;3;2;FL.;750;Karl K. Karlsson hf;420178-0349
02336;Laroche Chablis Cuvée Premiere;2440;REYNSLA;02;0;2;FL.;750;Karl K. Karlsson hf.;601289-1489
02337;Domaine Laroche Chablis Saint Martin;3498;KJARNI;02;0;2;FL.;750;Karl K. Karlsson hf.;530303-2410
02338;Dopff & Irion Gewurztraminer Les Sorcieres;2190;REYNSLA;02;0;2;FL.;750;Karl K. Karlsson hf.;601289-1489
02339;Dopff au Moulin Gewurztraminer Grand Cru Sporen;3999;REYNSLA;02;0;2;FL.;750;;550595-2579
02340;Dopff & Irion Gewurztraminer Vendanges;3770;REYNSLA;02;0;2;FL.;750;Karl K. Karlsson hf.;601289-1489
02341;Prairie Artisan Ales Fred's Blend Barrel Aged i.s.;1965;SÉRPÖNTUN;61;3;1;FL.;355;;670169-6189
02342;Bols Coffee;1600;REYNSLA;20;0;3;FL.;500;Karl K. Karlsson hei;601289-1489
02343;Prairie Artisan Ales Wine Barrel Noir BA Imp.Stout;1873;SÉRPÖNTUN;61;3;1;FL.;355;;670169-6189
02344;Brennivín ;254;SÉRPÖNTUN;18;3;3;PET;50;;420369-7789
02345;Gerard Bertrand Le Viala;6998;SÉRFLOKKUR;01;3;2;FL.;750;;570169-0339
02346;Cetraria Islandica Schnapps;1940;REYNSLA;21;0;3;FL.;500;Catco hf;460493-2189
02347;Baron de Ona Reserva;1800;KJARNI;01;0;2;FL.;750;Karl K. Karlsson hf.;601289-1489
02348;Lagar de Cervera Albarino;1490;SÉRPÖNTUN;02;3;2;FL.;750;Karl K. Karlsson hf.;601289-1489
02349;La Rioja Alta Vina Arana Reserva;1940;REYNSLA;01;0;2;FL.;750;Vatnajökull hf;441295-2519
02350;La Rioja Alta Vina Ardanza Reserva;2594;SÉRPÖNTUN;01;3;2;FL.;750;Vatnajökull hf;601289-1489
02351;La Rioja Alta Gran Reserva 904;11074;SÉRPÖNTUN;01;3;2;FL.;750;Vatnajökull hf;601289-1489
02352;Bitburger 4x500 dós;900;REYNSLA;60;0;1;KIP.;2000;Raftækjasalan ehf;520269-1189
02353;Bitburger 6x330 ml;1050;REYNSLA;60;0;1;KIP.;1980;Bitburger-umboðið;520269-1189
02354;Heather Cream;1610;REYNSLA;20;0;3;FL.;700;Öl & vín ehf.;580394-2059
02355;Speyburn 10 ára Malt - sjá 03399;3540;REYNSLA;13;0;3;FL.;700;Öl & vín ehf.;580394-2059
02356;Blairmhor 8 ára Vatted Malt;3130;KJARNI;13;0;3;FL.;700;Öl & vín ehf.;580394-2059
02357;Hankey Bannister;5995;REYNSLA;13;0;3;FL.;700;Öl & Vín ehf.;550394-2359
02358;Freudian Slip Barley Wine;1074;SÉRPÖNTUN;61;3;1;FL.;355;;670169-6189
02359;I Love You With My Stout;1166;SÉRPÖNTUN;61;3;1;FL.;355;;670169-6189
02360;Chianti I Grotti;1190;REYNSLA;01;0;2;FL.;750;;580394-2059
02361;Moscato Bianco;790;REYNSLA;04;0;2;FL.;750;Öl & vín ehf.;580394-2059
02362;Agio Balmoral BDS Short Corona 10 pk * 5 vindlar;17411;T-SÉRPÖNT;93;0;0;PKN;0;;550394-2359
02363;Campagnola Rosato Brioso;930;REYNSLA;03;0;2;FL.;750;Öl & Vín ehf.;580394-2059
02364;Ashtray Heart smoked;904;SÉRPÖNTUN;61;3;1;FL.;355;;670169-6189
02365;Prairie Artisan Ales Standard;782;SÉRPÖNTUN;61;3;1;FL.;355;;670169-6189
02366;Mikkeller Mad Sod;1690;SÉRPÖNTUN;61;3;1;FL.;750;;670169-6189
02367;Campagnola Amarone della Valpolicella;2890;REYNSLA;01;0;2;FL.;750;Öl & Vín ehf.;601083-0789
02368;Prairie Artisan Ales Prairie Ale;1873;SÉRPÖNTUN;61;3;1;FL.;500;;670616-1690
02369;Prairie Artisan Ales Prairie Hop;1834;SÉRPÖNTUN;61;3;1;FL.;500;;670616-1690
02370;Il Brolo Cabernet Sauvignon;1240;REYNSLA;01;0;2;FL.;750;Öl & vín ehf.;580394-2059
02371;Lambrusco dell'Emilia;1400;REYNSLA;01;0;2;FL.;1500;Öl & Vín ehf.;580394-2059
02372;Hankey Bannister;3830;REYNSLA;13;0;3;FL.;1000;;580394-2059
02373;Laherte Freres Blanc de Blancs Brut Nature;13900;SÉRPÖNTUN;02;3;2;FL.;1500;;700112-0120
02374;Old Pulteney Single Malt 12 ára;9341;SÉRPÖNTUN;13;3;3;FL.;700;;550394-2359
02375;Inver House Coldstream;3140;REYNSLA;17;0;3;FL.;1000;Öl & Vín ehf.;580394-2059
02376;Lustau East India Solera;0;SÉRPÖNTUN;05;3;3;FL.;500;;550394-2359
02377;Mikkeller / To Öl Betelgeuze Dry Hopped;1572;SÉRPÖNTUN;62;3;1;FL.;375;;670169-6189
02378;Piccini Prosecco Extra Dry;699;KJARNI;04;1;2;FL.;200;;420369-7789
02379;Mikkeller Citra Single Hop IPA;740;SÉRPÖNTUN;61;3;1;FL.;330;;670169-6189
02381;Penfolds Clare Valley;1930;REYNSLA;01;0;2;FL.;750;;550394-2359
02382;Surtur nr. 8.2 Imperial Stout;1390;TÍMABIL;61;1;1;FL.;330;;420369-7789
02383;Surtur nr. 8.3 Imperial Stout;0;SÝNISHORN;61;3;1;FL.;330;;420369-7789
02384;Penfolds Cabernet Sauvignon Bin 707;5780;REYNSLA;01;0;2;FL.;750;Rolf Johansen & Co ehf.;550394-2359
02385;Penfolds The Valleys Chardonnay;1810;REYNSLA;02;0;2;FL.;750;;550394-2359
02386;Lindeman's Coonawarra Pyrus;2970;REYNSLA;01;0;2;FL.;750;;550394-2359
02387;Mikkeller Nelson Sauvignon BA Riesling;4126;SÉRPÖNTUN;61;3;1;FL.;750;;670169-6189
02388;Mikkeller Beer Geek Breakfast Bourbon;1284;SÉRPÖNTUN;61;3;1;FL.;330;;670616-1690
02389;Mikkeller SpontanRoseship;1585;SÉRPÖNTUN;61;3;1;FL.;375;;670169-6189
02390;Mikkeller SpontanPeach;1585;SÉRPÖNTUN;61;3;1;FL.;375;;670169-6189
02391;Chateau de Rochemorin ;3390;REYNSLA;01;1;2;FL.;750;Vínland ehf;491007-1680
02392;To Öl Gossip;557;SÉRPÖNTUN;62;3;1;FL.;330;;670616-1690
02393;La Bastide Dauzac;4995;KJARNI;01;0;2;FL.;750;Vínland ehf;550394-2359
02394;Robert Mondavi Private Selection Cabernet Sauv.;2190;REYNSLA;01;0;2;FL.;750;Vínland ehf;511105-1290
02395;Robert Mondavi Coastal Chardonnay;1690;REYNSLA;02;0;2;FL.;750;;550394-2359
02396;Robert Mondavi Coastal Zinfandel;2090;REYNSLA;01;0;2;FL.;750;;550394-2359
02397;Robert Mondavi Napa Valley Pinot Noir;1810;KJARNI;01;0;2;FL.;750;;550394-2359
02398;Robert Mondavi Fume Blanc;3390;SÉRFLOKKUR;02;3;2;FL.;750;Vínland ehf;511105-1290
02399;Captain Morgan Spiced Gold;6099;KJARNI;14;1;3;FL.;700;;501117-0210
02400;Grappa Amarone;3800;REYNSLA;11;0;3;FL.;700;;591294-2459
02401;Tommasi Amarone della Valpolicella Classico;5999;KJARNI;01;2;2;FL.;750;Allied Domecq Ísland;550595-2579
02402;To Öl Brown Paper Bag;1172;SÉRPÖNTUN;61;3;1;FL.;375;;670616-1690
02403;Tommasi Soave Classico Le Volpare;2099;KJARNI;02;1;2;FL.;750;Allied Domecq Ísland;550595-2579
02404;Tommasi Rafael Valpolicella;2750;KJARNI;01;1;2;FL.;750;Allied Domecq Ísland;550595-2579
02405;Almanac Farmers Reserve Cirtus;2227;SÉRPÖNTUN;62;3;1;FL.;375;;670169-6189
02406;Necromangocon mjöður;1756;SÉRPÖNTUN;06;3;2;FL.;500;;670169-6189
02407;Kill All The Golfers mjöður;1756;SÉRPÖNTUN;06;3;2;FL.;500;;670169-6189
02408;De Molen Hemel & Aarde Imperial Stout;1297;SÉRPÖNTUN;61;3;1;FL.;330;;670169-6189
02409;De Molen Tsarina Esra Imperial Porter;1336;SÉRPÖNTUN;61;3;1;FL.;330;;670169-6189
02410;To Öl Eurodancer American Pale Ale;668;SÉRPÖNTUN;61;3;1;FL.;330;;670616-1690
02411;Boon Kriek Mariage Parfait;1246;SÉRPÖNTUN;62;3;1;FL.;375;;670616-1690
02412;De Dolle Arabier;747;SÉRPÖNTUN;61;3;1;FL.;330;;670616-1690
02413;Brewberry American Strong;956;SÉRPÖNTUN;61;3;1;FL.;330;;670616-1690
02414;To Öl Liquorice Confidence;1669;SÉRPÖNTUN;61;3;1;FL.;375;;670616-1690
02415;Dr Loosen Erdener Treppchen Riesling Kabinett;2750;SÉRFLOKKUR;02;3;2;FL.;750;;491007-1680
02416;Dr Loosen Wehlener Sonnenuhr Riesling Spatlese;1780;REYNSLA;02;0;2;FL.;750;Ísdal ehf;550394-2359
02417;Long Time No See Imperial Stout;1470;SÉRPÖNTUN;61;3;1;FL.;330;;670616-1690
02418;Crooked Stave Nightmare on Brett (Port);1925;SÉRPÖNTUN;61;3;1;FL.;375;;670169-6189
02419;Prairie Artisan Birra;747;SÉRPÖNTUN;61;3;1;FL.;355;;670169-6189
02420;To Öl Amarillo IPA;762;SÉRPÖNTUN;61;3;1;FL.;330;;670169-6189
02421;Mikkeller Blackest Bourbon BA;2423;SÉRPÖNTUN;61;3;1;FL.;375;;670169-6189
02422;Founders Big Lushious;3275;SÉRPÖNTUN;61;3;1;FL.;750;;670616-1690
02423;Grassroots Artic Saision;3091;SÉRPÖNTUN;61;3;1;FL.;750;;670616-1690
02424;Corsendonk Agnus Tripel;599;REYNSLA;61;0;1;FL.;330;;601083-0789
02425;Mikkeller Beer Geek Breakfast Cherry;1284;SÉRPÖNTUN;61;3;1;FL.;330;;670616-1690
02432;Rhine Lady Liebfraumilch;690;KJARNI;02;0;2;FL.;750;;601083-0789
02433;Joseph Cartron Creme de Cassis de Bourgogne;3499;SÉRFLOKKUR;20;3;3;FL.;500;Austurbakki hf.;550595-2579
02434;Pott Cream 750 ml;1510;REYNSLA;20;0;3;FL.;750;;711284-0799
02435;Crooked Stave Surette;1585;SÉRPÖNTUN;61;3;1;FL.;375;;670616-1690
02436;Stella Artois;399;KJARNI;60;2;1;DS.;440;;420178-0349
02437;To Öl By Udder Means Milk Stout;727;SÉRPÖNTUN;61;3;1;FL.;330;;670616-1690
02438;Viala;1090;REYNSLA;02;0;2;FL.;750;Bræðurnir Ormsson ehf;711284-0799
02439;Salem KSF Box;3450;REYNSLA;13;0;3;FL.;700;Bræðurnir Ormsson ehf;711284-0799
02441;Beck's;2780;REYNSLA;60;0;1;KS.;6000;;711284-0799
02442;Bongeronde;1040;REYNSLA;01;0;2;FL.;750;Bræðurnir Ormsson ehf;711284-0799
02443;Rogue XS Imperial IPA;3590;SÉRPÖNTUN;61;3;1;FL.;750;;670616-1690
02444;To Öl Mr. White;1009;SÉRPÖNTUN;61;3;1;FL.;330;;670616-1690
02445;Pott Premium;3450;REYNSLA;14;0;3;FL.;1000;;711284-0799
02446;Amselkeller;1040;REYNSLA;01;0;2;FL.;700;;711284-0799
02447;Blanchet hvítt 750 ml;1090;REYNSLA;02;0;2;FL.;750;;711284-0799
02448;Quinta do Poco do Lobo Bairrada Reserva Magnum;8283;SÉRPÖNTUN;01;3;2;FL.;1500;;600112-1390
02449;Gin Urdinger;2450;REYNSLA;17;0;3;FL.;700;Bræðurnir Ormsson ehf;711284-0799
02450;Kupferberg Gold;1040;REYNSLA;04;0;2;FL.;750;Bræðurnir Ormsson ehf;711284-0799
02451;Kupferberg Red;1040;REYNSLA;04;0;2;FL.;750;Bræðurnir Ormsson ehf;711284-0799
02452;Viala Rosé;1090;REYNSLA;03;0;2;FL.;750;Bræðurnir Ormsson ehf;711284-0799
02453;Gallo Family Sonoma County Cabernet Sauvignon;2620;KJARNI;01;0;2;FL.;750;Globus hf;570169-0339
02454;Gallo Family Sonoma County Chardonnay;2620;KJARNI;02;0;2;FL.;750;Globus hf;570169-0339
02455;Nikka Yoichi 12 ára;15999;SÉRPÖNTUN;13;3;3;FL.;700;;420178-0349
02456;Nikka Coffey Malt;10799;SÉRPÖNTUN;13;3;3;FL.;700;;420178-0349
02457;Nikka Coffey Grain Whisky;10799;SÉRPÖNTUN;13;3;3;FL.;700;;420178-0349
02458;Mikkeller Beer Geek Brunch Weasel BA Slyrs;1808;SÉRPÖNTUN;61;3;1;FL.;330;;670616-1690
02459;Marques del Puerto Rosado;2329;REYNSLA;03;0;2;FL.;750;Icemex ehf.;660608-2060
02460;Mikkeller SpontanApricot;1585;SÉRPÖNTUN;62;3;1;FL.;375;;670616-1690
02461;To Öl Yule Mælk BA;1991;SÉRPÖNTUN;61;3;1;FL.;375;;670616-1690
02462;Candyman Caramel;5235;SÉRPÖNTUN;20;3;3;FL.;700;;470169-1419
02463;Brew Dog Abstrakt AB:17;2737;SÉRPÖNTUN;62;3;1;FL.;375;;670616-1690
02464;Blushing Monk;3536;SÉRPÖNTUN;61;3;1;FL.;750;;670616-1690
02465;Mikkeller SpontanSweetCherry;1585;SÉRPÖNTUN;61;3;1;FL.;375;;670616-1690
02466;Valdibella Kerasos Nero d'Avola;2990;SÉRPÖNTUN;01;3;2;FL.;750;;570203-3980
02467;Pinot di Pinot Brut (Gancia);980;REYNSLA;04;0;2;FL.;750;Lind ehf.;530354-0169
02468;Evil Twin Ashtray Heart;0;SÉRPÖNTUN;61;3;1;FL.;355;;670169-6189
02469;Mikkeller Imperial Porter;786;SÉRPÖNTUN;61;3;1;FL.;330;;670616-1690
02470;Brizard Charleston Follies;2000;REYNSLA;20;0;3;FL.;750;Icemex ehf;450298-2399
02471;Brizard Orangero;2830;REYNSLA;20;0;3;FL.;700;Icemex ehf.;450298-2399
02472;Straffe Drieling Tripel;1401;SÉRPÖNTUN;61;3;1;FL.;375;;670616-1690
02473;Logsdon Oak Aged Bretta;3572;SÉRPÖNTUN;61;3;1;FL.;750;;670616-1690
02474;Logsdon Cerasus;3131;SÉRPÖNTUN;61;3;1;FL.;750;;670616-1690
02475;Aberrant;2301;SÉRPÖNTUN;61;3;1;FL.;750;;670616-1690
02476;Oud Beersel Oude Kriek;1028;SÉRPÖNTUN;62;3;1;FL.;375;;670616-1690
02477;To Öl Sur Amarillo;762;SÉRPÖNTUN;61;3;1;FL.;330;;670616-1690
02478;Quintero Brevas 25 vindlar;30765;T-SÉRPÖNT;93;0;4;KS.;0;;550394-2359
02479;Gautier VSOP;10999;REYNSLA;10;3;3;FL.;700;Icemex ehf.;501117-0210
02480;Icelandic Vor Gin Barrel Aged;7990;SÉRFLOKKUR;17;3;3;FL.;500;;510811-0700
02481;Moreau Blanc;530;KJARNI;02;0;2;FL.;750;Rolf Johansen & Co ehf;550394-2359
02482;J.Moreau & Fils Chardonnay;0;REYNSLA;02;3;2;FL.;750;;570169-0339
02483;J. Moreau Muscadet de Sevre & Maine;0;;02;0;0;;750;;550394-2359
02484;J. Moreau Sancerre;1040;KJARNI;02;0;2;FL.;750;Rolf Johansen & Co e;550394-2359
02485;Crooked Stave Flor d'Lees;2148;SÉRPÖNTUN;61;3;1;FL.;375;;670616-1690
02486;J. Moreau Borgogne;1200;REYNSLA;02;0;2;FL.;750;Rolf Johansen & Co ehf;550394-2359
02487;J. Moreau Pouilly-Fuisse;0;;02;0;0;;750;;550394-2359
02489;J. Moreau Macon-Villages;0;;02;0;0;;750;;550394-2359
02490;J. Moreau Chablis;2790;REYNSLA;02;0;2;FL.;750;;550394-2359
02491;J. Moreau Chablis;730;REYNSLA;02;0;2;FL.;375;Rolf Johansen & Co ehf;550394-2359
02492;Moreau Chabl. Valmur'95 750ml;3590;REYNSLA;02;0;2;FL.;750;;550394-2359
02493;Jolly Pumpkin Luciernaga;3013;SÉRPÖNTUN;61;3;1;FL.;750;;670616-1690
02494;Jolly Pumpkin Oro de Calabaza;1683;SÉRPÖNTUN;61;3;1;FL.;375;;670616-1690
02495;Björk Liqueur;689;SÉRPÖNTUN;20;3;3;FL.;50;;570169-0339
02496;J. Moreau Chablis Premier Cru Vaillons;0;;02;0;2;FL.;750;;550394-2359
02497;Trapiche Gran Medalla Malbec;3599;KJARNI;01;2;2;FL.;750;;550595-2579
02498;Moreau Rouge;830;KJARNI;01;0;2;FL.;750;;550394-2359
02499;J. Moreau Merlot;0;;01;0;0;;750;;550394-2359
02500;J. Moreau Beaujolais-Villages;1090;KJARNI;01;0;2;FL.;750;;550394-2359
02501;Founders KBS Stout;1390;KJARNI;61;3;1;FL.;355;;670616-1690
02502;Beer Hop Breakfast Black IPA;771;SÉRPÖNTUN;61;3;1;FL.;330;;670616-1690
02503;Banfi Brunello di Montalcino;4931;SÉRFLOKKUR;01;3;2;FL.;750;Lind ehf.;530303-2410
02504;Banfi Colvecchio Syrah;1980;REYNSLA;01;0;2;FL.;750;Lind ehf;530303-2410
02505;Banfi San Angelo;2698;REYNSLA;02;3;2;FL.;750;Lind ehf.;530303-2410
02506;Banfi Col di Sasso;2098;KJARNI;01;0;2;FL.;750;Lind ehf.;530303-2410
02507;Romana Sambuca;8999;KJARNI;20;3;3;FL.;1000;;420369-7789
02508;To Öl Sofa King Pale Ale;583;SÉRPÖNTUN;61;3;1;FL.;330;;670616-1690
02509;Founders Rubæus;673;SÉRPÖNTUN;62;3;1;FL.;355;;670616-1690
02510;Banfi le Rime Chardonnay, Pinot Grigio;1949;REYNSLA;02;1;2;FL.;750;Lind ehf.;530303-2410
02511;Mikkeller Spontanchokeberry;1584;SÉRPÖNTUN;62;3;1;FL.;375;;670616-1690
02512;Banfi Centine rósavín;1440;REYNSLA;03;0;2;FL.;750;Bakkus ehf;530303-2410
02513;Alfredo Frascati Superiore;1160;REYNSLA;02;0;2;FL.;750;;530354-0169
02514;Mikkeller Sally Monroe Gluten Free;452;SÉRPÖNTUN;62;3;1;FL.;330;;670616-1690
02516;Placido Primavera Trebbiano;1990;REYNSLA;02;0;2;FL.;1500;Lind ehf;530303-2410
02517;Placido Primavera Sangiovese;2190;REYNSLA;01;0;2;FL.;1500;Lind ehf;530303-2410
02518;Placido Merlot;1160;REYNSLA;01;0;2;FL.;750;;530354-0169
02519;Mikkeller French Oak Series;2685;SÉRPÖNTUN;62;3;1;FL.;375;;670616-1690
02520;Jolly Pumpkin Maracaibo Especial;3130;SÉRPÖNTUN;61;3;1;FL.;750;;670616-1690
02521;Crooked Stave Origins;2227;SÉRPÖNTUN;61;3;1;FL.;375;;670616-1690
02522;Sartori Valpolicella Classico;1290;REYNSLA;01;0;2;FL.;750;Lind ehf.;530303-2410
02523;Sartori Merlot;1260;REYNSLA;01;0;2;FL.;750;;530354-0169
02524;Sartori Bardolino Classico;1210;REYNSLA;01;0;2;FL.;750;;530354-0169
02525;Sartori Soave Classico;1190;REYNSLA;02;0;2;FL.;750;;530303-2410
02527;Willm Kirchberg de Barr Riesling;1620;REYNSLA;02;0;2;FL.;750;;580483-0709
02528;Willm Gewurztraminer Reserve;2599;SÉRFLOKKUR;02;3;2;FL.;750;Lind ehf.;420178-0349
02529;Crooked Stave St. Bretta Autumn;1572;SÉRPÖNTUN;61;3;1;FL.;375;;670616-1690
02530;Mikkeller K:rlek 7 Pale Ale sumar 2015;596;SÉRPÖNTUN;61;3;1;FL.;330;;670616-1690
02531;Jolly Pumpkin Bam Noire;2043;SÉRPÖNTUN;61;3;1;FL.;750;;670616-1690
02532;Isolabella Sambuca;3010;REYNSLA;20;0;3;FL.;700;;420369-7789
02533;De Molen Rasputin Imperial Stout;1310;SÉRPÖNTUN;61;3;1;FL.;330;;670616-1690
02534;Dark Horse Plead 5th Imperial Stout;1192;SÉRPÖNTUN;61;3;1;FL.;355;;670616-1690
02535;Seizoen Bretta;1357;SÉRPÖNTUN;61;3;1;FL.;375;;670616-1690
02536;Banfi Summus;4857;SÉRPÖNTUN;01;3;2;FL.;750;Lind ehf.;530303-2410
02537;Baron Philippe St. Emilion;1040;KJARNI;01;0;2;FL.;750;Lind ehf.;420369-7789
02538;Sapporo 24x330 ml;4420;REYNSLA;60;0;1;KS.;7920;Lind ehf;530354-0169
02539;Passendale;200;KJARNI;61;0;1;FL.;250;;601099-2929
02540;M. Chapoutier Cote-Rotie;3050;REYNSLA;01;0;2;FL.;750;Lind ehf.;420369-7789
02541;Kriter Brut;1930;REYNSLA;04;0;2;FL.;1500;Lind ehf;420369-7789
02542;Jacquesson Avize Champ Cain Extra Brut;16989;SÉRFLOKKUR;04;3;2;FL.;750;;460999-2519
02543;Joseph Drouhin-Vaudon Chablis;3296;SÉRPÖNTUN;02;3;2;FL.;750;Lind ehf.;530303-2410
02544;Evil Twin Nomader Weisse;606;SÉRPÖNTUN;61;3;1;DS.;355;;670616-1690
02545;Laphroaig 18 ára;21999;SÉRPÖNTUN;13;3;3;FL.;700;;420178-0349
02546;M. Chapoutier Belleruche Cotes du Rhone rautt;2499;KJARNI;01;3;2;FL.;750;Lind ehf;491007-1680
02547;Mikkeller SpontanDryHop Citra;884;SÉRPÖNTUN;61;3;1;FL.;330;;670616-1690
02548;Mouton Cadet Reserve Medoc;2231;REYNSLA;01;1;2;FL.;750;Lind ehf;530303-2410
02549;Mikkeller SpontanDryHop Mosaic;864;SÉRPÖNTUN;61;3;1;FL.;330;;670616-1690
02550;Georges Duboeuf Brouilly;1350;REYNSLA;01;0;2;FL.;750;Lind ehf;530354-0169
02551;M. Chapoutier Saint-Joseph Deschants;2490;SÉRFLOKKUR;01;3;2;FL.;750;Lind ehf;470205-0400
02552;Omnipollo Mazarin;620;SÉRPÖNTUN;61;3;1;FL.;330;;670616-1690
02553;Omnipollo Hypnopompa;1297;SÉRPÖNTUN;61;3;1;FL.;330;;670616-1690
02554;Baron Philippe Chardonnay;820;KJARNI;02;0;2;FL.;750;Lind ehf.;420369-7789
02555;Baron Philippe Merlot;990;KJARNI;01;0;2;FL.;750;Lind ehf.;530303-2410
02556;To Öl LikeWeisse Director's Cut;1834;SÉRPÖNTUN;61;3;1;FL.;375;;670616-1690
02557;Baron Philippe Cabernet Sauvignon;1090;REYNSLA;01;0;2;FL.;750;;420369-7789
02558;Grand Marnier Cinquantenaire;23490;SÉRPÖNTUN;20;3;3;FL.;700;Lind ehf;420369-7789
