No_;Description;Unit Price;Söluflokkur;Item Category Code;ABC-Item;Áfengisgjald (tegund);Base Unit of Measure;Millilítrar;Heiti umboðsmanns;Vendor No_
00514;Codorniu Clasico Semi Sec;1999;KJARNI;04;1;2;FL.;750;Allied Domecq Ísland;550595-2579
00516;Freixenet Cordon Negro Seco;1950;KJARNI;04;2;2;FL.;750;H. Ólafsson & Bernhö;700103-3660
00517;Freixenet Carta Nevada Semi Seco;1890;KJARNI;04;0;2;FL.;750;H. Ólafsson & Bernhö;700103-3660
00518;Aliança Rosé Meio-Seco;940;KJARNI;04;0;2;FL.;750;Jón Karl Einarsson;590398-2259
00523;Blance de Blancs Demi Seck Sparkling;650;KJARNI;04;0;2;FL.;750;Austurbakki h.f.;580483-0709
00526;Santero Moscato;1150;KJARNI;04;1;2;FL.;750;Austurbakki h.f.;550394-2359
00527;Castell de Vilarnau Demi-Sec;1798;REYNSLA;04;0;2;GJAFAASKJA;750;Austurbakki h.f.;530303-2410
00528;Bollinger Brut Special Cuvee;6999;KJARNI;04;2;2;FL.;750;Austurbakki hf.;470169-1419
00530;;0;;;0;0;;0;;
00531;Freixenet Cordon Negro Brut;990;REYNSLA;04;0;2;FL.;375;H. Ólafsson & Bernhö;700103-3660
00533;Freixenet Cordon Negro Brut;599;REYNSLA;04;0;2;FL.;200;H. Ólafsson & Bernhö;700103-3660
00537;Blossom Hill Sparkling;1050;KJARNI;04;0;2;FL.;750;Karl K. Karlsson hei;601289-1489
00538;Maschio Prosecco di Coneglioni;1997;SÉRPÖNTUN;04;3;2;FL.;750;Karl K. Karlsson hei;601289-1489
00540;Fiesta del Sol;730;KJARNI;04;0;2;FL.;750;Vínland;550394-2359
00543;Pol Roger Brut;6998;REYNSLA;04;3;2;FL.;750;Rolf Johansen & Co ehf;420178-0349
00545;Sérpöntun-styrkt vín;0;SÉRPÖNTUN;05;3;3;FL.;0;;
00546;Hunt's Ruby Leading the Field;3999;KJARNI;05;2;3;FL.;750;Karl K. Karlsson hei;550595-2579
00547;Hunt's White;4199;KJARNI;05;2;3;FL.;750;Karl K. Karlsson hei;550595-2579
00550;Cockburn's Special Reserve;4299;KJARNI;05;1;3;FL.;750;Allied Domecq Spirit;501117-0210
00551;Cockburn's Fine White Port;4499;SÉRFLOKKUR;05;3;3;FL.;750;;501117-0210
00552;Cockburn's 10 ára Tawny;2200;REYNSLA;05;0;3;FL.;750;Allied Domecq Spirit;550595-2579
00553;Sandeman's Old Invalid;4199;KJARNI;05;2;3;FL.;750;Karl K. Karlsson;550595-2579
00554;Noval LBV;2890;REYNSLA;05;3;3;FL.;750;Karl K. Karlsson;601289-1489
00556;Graham's 10 ára Tawny;5599;KJARNI;05;1;3;FL.;750;Vínland;570169-0339
00557;Graham's LBV Port;4899;REYNSLA;05;1;2;FL.;750;Vínland;570169-0339
00558;Dow's Fine Ruby;1990;REYNSLA;05;0;3;FL.;750;Vínland;420369-7789
00559;Dow's LBV;2460;KJARNI;05;0;3;FL.;750;;420369-7789
00560;Fonseca Bin 27;4499;REYNSLA;05;0;3;FL.;750;Austurbakki h.f.;470169-1419
00562;Warre's Warrior Reserve;4449;SÉRFLOKKUR;05;3;3;FL.;750;Vínland;530303-2410
00564;Cossart Gordon's Bual 5 ára;2030;KJARNI;05;0;3;FL.;750;Vínland;420369-7789
00565;;0;;;0;0;;0;;
00568;Osborne LBV;4599;KJARNI;05;2;3;FL.;750;Glóbus h.f.;570169-0339
00570;Gonzalez Byass Tio Pepe Fino;3796;SÉRFLOKKUR;05;3;3;FL.;750;Austurbakki hf.;530303-2410
00575;Williams & Humbert Dry Sack;1750;KJARNI;05;0;3;FL.;750;Karl K. Karlsson hei;601289-1489
00576;Pemartin Pedro Ximenez;710;KJARNI;05;0;2;FL.;750;H. Ólafsson & Bernhö;410999-2859
00577;Harveys Bristol Cream;3799;KJARNI;05;1;3;FL.;750;Allied Domecq Spirit;420178-0349
00580;Harveys Amontillado Medium Dry;1890;KJARNI;05;0;3;FL.;750;Allied Domecq Spirit;601289-1489
00581;Harveys Pale Cream;3190;REYNSLA;05;0;3;FL.;750;Allied Domecq Spirit;601289-1489
00582;Marques del Mérito Brown;1580;KJARNI;05;0;3;FL.;750;H. Ólafsson & Bernhö;410999-2859
00583;Bertola Cream Sherry;1080;KJARNI;05;0;3;FL.;750;H. Ólafsson & Bernhö;410999-2859
00585;Marques del Mérito Saga Cream;1580;KJARNI;05;0;3;FL.;750;H. Ólafsson & Bernhö;410999-2859
00589;Canasta Cream;1690;KJARNI;05;0;3;FL.;750;Karl K. Karlsson hei;601289-1489
00591;Croft Pale Cream;4097;KJARNI;05;2;3;FL.;750;Karl K. Karlsson hei;530303-2410
00593;Garvey Pale Cream Sherry;1360;KJARNI;05;0;3;FL.;750;Lind ehf.;530354-0169
00594;Lustau Solera Cream;2190;KJARNI;05;0;3;FL.;750;Vínland;550394-2359
00597;Osborne Golden Medium;2999;KJARNI;05;1;3;FL.;750;Glóbus h.f.;570169-0339
00600;Osborne Medium;2999;KJARNI;05;2;3;FL.;750;Glóbus h.f.;570169-0339
00601;Gonzalez Byass Elegante Sweet;1990;REYNSLA;05;0;3;FL.;750;Austurbakki h.f.;530303-2410
00602;La Guita Manzanilla Sanlucar de Barrameda;1670;REYNSLA;05;0;3;FL.;750;H.S.S. ehf.;670955-0289
00603;De Soto Cream;1140;KJARNI;05;0;3;FL.;750;H.S.S. ehf.;670955-0289
00604;Valdespino Rich Cream;3114;REYNSLA;05;0;3;FL.;750;Rafkóp-Samvirki ehf.;490104-2160
00605;Sérpöntun-styrkt vín;0;SÉRPÖNTUN;05;3;3;FL.;0;;
00607;Blandy's Madeira Duke of Clarence;1790;KJARNI;05;0;3;FL.;750;Vínland;420369-7789
00610;Messuvín;1500;KJARNI;05;0;3;FL.;700;;00079220
00611;Messuvín;1570;SÉRFLOKKUR;05;3;3;FL.;750;;00079220
00614;Chateau Bellevue Pineau des Charentes;1990;REYNSLA;21;0;3;FL.;750;Austurbakki h.f.;580483-0709
00616;Paulet Pineau des Charentes Blanc;1640;KJARNI;21;0;3;FL.;750;;00079917
00619;Sérpöntun-bitterar, kryddvín & aperitífar;0;SÉRPÖNTUN;21;3;3;FL.;700;;
00620;Martini Rosso;1650;SÉRFLOKKUR;21;3;2;FL.;500;Allied Domecq Ísland;550595-2579
00621;Martini Rosso;3099;KJARNI;21;2;2;FL.;1000;Allied Domecq Ísland;550595-2579
00624;Martini Extra Dry;3099;KJARNI;21;2;2;FL.;1000;Allied Domecq Ísland;550595-2579
00626;Martini Extra Dry;980;KJARNI;21;0;2;FL.;0;;00170022
00627;Martini Extra Dry;890;KJARNI;21;0;2;FL.;500;Allied Domecq Ísland;550595-2579
00628;Martini Bianco;3099;KJARNI;21;1;2;FL.;1000;Allied Domecq Ísland;550595-2579
00631;Martini Bianco;1799;KJARNI;21;2;2;FL.;500;Allied Domecq Ísland;550595-2579
00633;Martini Rosato;3099;SÉRFLOKKUR;21;3;2;FL.;1000;Allied Domecq Ísland;550595-2579
00634;Cinzano Rosso;2560;SÉRFLOKKUR;21;3;3;FL.;1000;;420369-7789
00635;Cinzano Bianco;2560;SÉRFLOKKUR;21;3;3;FL.;1000;;420369-7789
00636;Noilly Prat Dry;2490;REYNSLA;21;0;3;FL.;1000;Austurbakki h.f.;580483-0709
00637;Noilly Prat Rouge;1860;REYNSLA;21;0;3;FL.;1000;Austurbakki h.f.;580483-0709
00639;St Raphael Rouge;1990;REYNSLA;21;0;3;FL.;1000;;601083-0789
00644;Riccadonna Extra Dry;0;REYNSLA;21;0;2;;0;;601289-1489
00646;Stock Bianco;1160;REYNSLA;21;0;2;FL.;750;Salka ehf.;590697-2069
00648;Dubonnet Rouge;1990;KJARNI;21;0;3;FL.;1000;Albert Guðmundsson;550389-2669
00649;Dubonnet Blanc;1650;REYNSLA;21;0;3;FL.;1000;;550389-2669
00650;Martini Bitter;1610;KJARNI;21;0;3;FL.;700;Allied Domecq Spirit;550595-2579
00653;Sérpöntun-brandí;0;SÉRPÖNTUN;10;3;3;FL.;0;;
00655;Camus Napoleon;9013;KJARNI;10;0;3;FL.;500;;570169-0339
00657;Camus XO Elegance;17999;KJARNI;10;3;3;FL.;700;Glóbus h.f.,;570169-0339
00658;Camus XO;3890;KJARNI;10;0;3;FL.;350;Glóbus h.f.;570169-0339
00659;Camus VSOP Elegance;8998;KJARNI;10;1;3;FL.;700;Glóbus h.f.;570169-0339
00660;Camus VSOP;2490;KJARNI;10;0;3;FL.;350;Glóbus h.f.;570169-0339
00662;Camus VS Elegance;7699;KJARNI;10;1;3;FL.;700;Glóbus h.f.;570169-0339
00663;Camus VS;2190;KJARNI;10;0;3;FL.;350;Glóbus h.f.;570169-0339
00664;Camus VS Elegance;5199;KJARNI;10;1;3;FL.;500;Glóbus hf.;570169-0339
00665;Courvoisier VS;8499;SÉRPÖNTUN;10;3;3;FL.;700;;420178-0349
00666;Courvoisier VS;0;;10;0;3;;350;;550595-2579
00670;Chateau La Croix Bonneau Montagne Saint-Emilion;0;SÉRPÖNTUN;01;3;2;FL.;750;;570169-0339
00671;Hennessy VS;4199;KJARNI;10;3;3;FL.;350;Albert Guðmundsson;420369-7789
00672;Hennessy VSOP;9999;KJARNI;10;3;3;FL.;700;Albert Guðmundsson;420369-7789
00674;;0;;;0;0;;0;;
00676;Remy Martin VSOP smáflöskur;0;REYNSLA;10;0;3;KS.;50;Karl K. Karlsson hei;601289-1489
00677;Remy Martin Fine Champagne VSOP;9799;KJARNI;10;2;3;FL.;700;Karl K. Karlsson;420178-0349
00678;Remy Martin VSOP;2170;REYNSLA;10;0;3;FL.;350;Karl K. Karlsson hei;601289-1489
00679;Remy Martin XO;23999;SÉRPÖNTUN;10;3;3;FL.;700;Karl K. Karlsson;420178-0349
00680;Frapin VS;3999;KJARNI;10;0;3;FL.;500;H. Ólafsson & Bernhö;410999-2859
00685;Frapin VSOP;5999;KJARNI;10;2;3;FL.;500;H. Ólafsson & Bernhö;410999-2859
00686;Frapin VSOP;8998;KJARNI;10;3;3;FL.;700;H. Ólafsson & Bernhö;410999-2859
00687;Frapin VSOP;1990;SÉRFL LÁN;10;3;3;FL.;350;H. Ólafsson & Bernhö;410999-2859
00690;;0;;;0;0;;0;;
00691;Frapin XO VIP;17999;SÉRFLOKKUR;10;3;3;FL.;700;H. Ólafsson & Bernhö;410999-2859
00693;Baron Otard VSOP;8799;KJARNI;10;3;3;FL.;700;Austurbakki h.f.;550595-2579
00694;Baron Otard VSOP;4103;REYNSLA;10;0;3;FL.;350;Austurbakki h.f.;550595-2579
00695;Renault Carte Noire Extra;8799;REYNSLA;10;0;3;FL.;700;Lind ehf.;550595-2579
00696;;0;;;0;0;;0;;
00697;Larsen VS;7499;KJARNI;10;3;3;FL.;700;Lind ehf.;420369-7789
00699;Larsen Fine Champagne Viking Ship;24999;SÉRFLOKKUR;10;3;3;FL.;700;Lind ehf.;420369-7789
00700;Bisquit Classique;3480;REYNSLA;10;0;3;FL.;700;Lind ehf.;420369-7789
00702;De Luze VSOP;7890;REYNSLA;10;1;3;FL.;700;;470710-0390
00706;Meukow VSOP;9690;KJARNI;10;2;3;FL.;700;Elgur;601083-0789
00707;Dupuy VSOP;3300;KJARNI;10;0;3;FL.;700;Elgur;601083-0789
00710;Maxime Trijol VS;3560;REYNSLA;10;0;3;FL.;700;Ísl. verslunarf. (önnur kennit;491202-3510
00711;Maxime Trijol VSOP;3900;REYNSLA;10;0;3;FL.;700;Ísl. verslunarf. (önnur kennit;491202-3510
00712;Cortel Napoleon VSOP;2930;KJARNI;10;0;3;FL.;700;Icemex ehf.;420369-7789
00713;Marie Brizard XO Brandy;6429;;10;0;3;FL.;700;Icemex ehf.;420369-7789
00715;Martell Cordon Bleu;14499;SÉRFLOKKUR;10;3;3;FL.;700;Mekka Wines & Spirits;550595-2579
00722;Sérpöntun-ávaxta- & hratbrandí;0;SÉRPÖNTUN;11;3;3;FL.;0;;
00724;Major Brandy;4790;REYNSLA;10;0;3;FL.;700;Elgur;601083-0789
00726;Seguin Napoleon Brandy;2650;KJARNI;10;0;3;FL.;700;Karl K. Karlsson;601289-1489
00731;Sérpöntun-viskí;9699;SÉRPÖNTUN;13;3;3;FL.;0;;
00732;Johnnie Walker Black Label 12 ára;7790;KJARNI;13;2;3;FL.;700;Karl K. Karlsson hei;420369-7789
00733;Johnnie Walker Black Label 12 ára;1890;REYNSLA;13;0;3;FL.;350;;601289-1489
00735;Johnnie Walker Red Label;6299;REYNSLA;13;3;3;FL.;700;Karl K. Karlsson hei;420369-7789
00737;Haig's Dimple 15 ára;8490;KJARNI;13;3;3;FL.;700;Karl K. Karlsson hei;420369-7789
00738;White Horse;2910;KJARNI;13;0;3;FL.;700;Karl K. Karlsson hei;601289-1489
00739;White Horse;1480;KJARNI;13;0;3;FL.;350;Karl K. Karlsson hei;601289-1489
00741;Bell's;4476;;13;0;3;FL.;700;Karl K. Karlsson hei;420369-7789
00742;Bell's;1480;KJARNI;13;0;3;FL.;350;Karl K. Karlsson hei;601289-1489
00744;The Glenlivet 12 ára;8299;KJARNI;13;0;3;FL.;700;Karl K. Karlsson hf;550595-2579
00745;Ballantine's Finest;6599;KJARNI;13;3;3;FL.;700;Allied Domecq Spirit;550595-2579
00746;Ballantine's Finest;2599;KJARNI;13;0;3;FL.;350;Allied Domecq Spirit;550595-2579
00748;Ballantine's 12 ára;7499;KJARNI;13;3;3;FL.;700;Allied Domecq Spirit;550595-2579
00749;Ballantine's 12 ára;3527;KJARNI;13;0;3;FL.;375;Allied Domecq Spirit;550595-2579
00752;Grant's Family Reserve;6599;KJARNI;13;2;3;FL.;700;Austurbakki h.f.;470169-1419
00753;Grant's Family Reserve;3390;KJARNI;13;0;3;FL.;350;Austurbakki h.f.;470169-1419
00755;Glenfiddich 12 ára;8999;KJARNI;13;1;3;FL.;700;Austurbakki h.f.;470169-1419
00758;Long John Special Reserve;4999;REYNSLA;13;0;3;FL.;700;;550595-2579
00762;Bunnahabhain 12 ára;9867;REYNSLA;13;0;3;FL.;700;Vínhúsið ehf.;470105-2240
00763;The Famous Grouse;6499;KJARNI;13;2;3;FL.;700;Karl K. Karlsson;420178-0349
00764;The Famous Grouse;3499;KJARNI;13;3;3;FL.;350;Karl K. Karlsson;420178-0349
00767;Kilbeggan;6499;SÉRPÖNTUN;13;3;3;FL.;700;Karl K. Karlsson hei;420178-0349
00768;Chivas Regal;2150;REYNSLA;13;0;3;FL.;375;Karl K. Karlsson;601289-1489
00770;Chivas Regal 12 ára;7999;KJARNI;13;2;3;FL.;700;Karl K. Karlsson;550595-2579
00772;Scottish Leader;6099;KJARNI;13;1;3;FL.;700;Lind ehf.;570169-0339
00773;Scottish Leader;3399;KJARNI;13;3;3;FL.;350;Lind ehf.;570169-0339
00774;Inver House;3080;REYNSLA;13;0;3;FL.;700;;550394-2359
00779;Jameson;6799;KJARNI;13;1;3;FL.;700;Glóbus hf.;550595-2579
00780;Jameson;3199;KJARNI;13;0;3;FL.;350;Glóbus h.f.;550595-2579
00784;Crown Royal;11200;SÉRPÖNTUN;13;3;3;FL.;1000;Karl K. Karlsson hf;420369-7789
00786;Jack Daniel's Black Label;3490;KJARNI;13;0;3;FL.;700;Allied Domecq Spirit;550595-2579
00788;Early Times Kentucky Straight;3115;SÉRPÖNTUN;13;3;3;FL.;700;Allied Domecq ehf.;550595-2579
00789;Maker's Mark;9699;SÉRFLOKKUR;13;3;3;FL.;700;Allied Domecq Ísland;420178-0349
00791;Tullamore Dew;6599;KJARNI;13;2;3;FL.;700;Allied Domecq Ísland;470169-1419
00792;Laphroaig 10 ára;9999;SÉRFLOKKUR;13;3;3;FL.;700;Allied Domecq Ísland;420178-0349
00794;Four Roses Bourbon;3090;REYNSLA;13;0;3;FL.;700;;601289-1489
00795;Jim Beam Kentucky Straight Bourbon Whiskey;6999;KJARNI;13;2;3;FL.;700;Lind ehf.;420178-0349
00796;Jim Beam Bourbon;2630;KJARNI;13;0;3;FL.;750;Eldhaka ehf.;00270110
00800;Seagram's 7 Crown;5795;SÉRPÖNTUN;13;3;3;FL.;750;Karl K. Karlsson;420369-7789
00809;Whyte & Mackay Special;3490;REYNSLA;13;0;3;FL.;700;Lind ehf.;530303-2410
00811;Rob Roy;3320;REYNSLA;13;0;3;FL.;700;Vínheimar ehf.;420895-2599
00812;Rob Roy 12 ára;0;;13;0;3;FL.;700;;580483-0709
00813;Robbie Dhu 12 ára;4290;REYNSLA;13;0;3;FL.;700;Austurbakki hf.;580483-0709
00819;High Commissioner;6359;SÉRPÖNTUN;13;3;3;FL.;700;;501117-0210
00820;Sérpöntun-snafs;5599;SÉRPÖNTUN;18;3;3;PK.;0;;
00825;Eldurís Citrus;4420;KJARNI;16;0;3;FL.;1000;Ölgerðin Egill Skall;420369-7789
00826;Hvannarótarbrennivín;2550;KJARNI;18;0;3;FL.;700;Ölgerðin Egill Skall;420369-7789
00829;Brennivín;6035;KJARNI;18;1;3;FL.;700;Ölgerðin Egill Skall;420369-7789
00830;Brennivín;7250;;18;0;3;FL.;1000;Ölgerðin Egill Skall;420369-7789
00831;Brennivín;2140;KJARNI;18;0;3;PET;500;Ölgerðin Egill Skall;420369-7789
00833;Pölstar Cucumber;2540;KJARNI;16;0;3;FL.;700;Ölgerðin Egill Skall;420369-7789
00834;Pölstar Cranberry;2550;KJARNI;16;0;3;FL.;700;Ölgerðin Egill Skall;420369-7789
00838;Aalborg Akvavit Taffel;6498;SÉRPÖNTUN;18;3;3;FL.;700;Karl K. Karlsson hei;420178-0349
00840;Aalborg Jubilæums Akvavit;5899;KJARNI;18;0;3;FL.;700;Karl K. Karlsson;420178-0349
00841;Aalborg Jubilæums Akvavit;1820;REYNSLA;18;0;3;FL.;350;Karl K. Karlsson;420178-0349
00842;Aalborg Jule Akvavit 2018;9299;TÍMABIL;18;1;3;FL.;700;Karl K. Karlsson hei;420178-0349
00843;Blár Aalborg;3190;REYNSLA;18;0;3;FL.;700;Karl K. Karlsson hf.;420178-0349
00844;Smirnoff Citrus;3630;KJARNI;16;0;3;FL.;1000;Karl K. Karlsson hei;601289-1489
00847;Finlandia Cranberry;2320;KJARNI;16;0;3;FL.;500;Glóbus h.f.,;570169-0339
00850;Sérpöntun-vodka;0;SÉRPÖNTUN;16;3;3;FL.;0;;
00851;Wyborowa;2790;REYNSLA;16;0;3;FL.;700;Albert Guðmundsson,;550389-2669
00852;Wyborowa;1210;REYNSLA;16;0;3;FL.;350;Albert Guðmundsson,;550389-2669
00856;Stolichnaya;8999;REYNSLA;16;1;3;FL.;1000;;501117-0210
00862;Eldurís;2990;KJARNI;16;0;3;FL.;750;Ölgerðin Egill Skall;420369-7789
00863;Eldurís;3990;KJARNI;16;0;3;FL.;1000;Ölgerðin Egill Skall;420369-7789
00865;Tinda vodka;5399;KJARNI;16;3;3;FL.;700;Ölgerðin Egill Skall;420369-7789
00867;Tinda vodka;7499;KJARNI;16;2;3;FL.;1000;Ölgerðin Egill Skall;420369-7789
00870;Pölstar Rauður;1990;KJARNI;16;0;3;FL.;700;Catco;420369-7789
00874;Koskenkorva;5499;KJARNI;16;3;3;FL.;700;Glóbus h.f.;570169-0339
00875;Koskenkorva;2499;KJARNI;16;0;3;FL.;350;Glóbus h.f.;570169-0339
00876;Koskenkorva;2798;KJARNI;16;1;3;PET;350;;570169-0339
00877;Finlandia;7999;KJARNI;16;1;3;FL.;1000;Glóbus h.f.;550595-2579
00879;Finlandia ;7699;KJARNI;16;0;3;FL.;1000;Glóbus h.f.;550595-2579
00881;Finlandia;5699;KJARNI;16;2;3;FL.;700;Glóbus h.f.;550595-2579
00883;Finlandia;2799;KJARNI;16;0;3;FL.;350;Glóbus h.f.;550595-2579
00884;Finlandia;4199;KJARNI;16;1;3;PET;500;;550595-2579
00885;Finlandia;3799;KJARNI;16;0;3;FL.;500;Glóbus h.f.;550595-2579
00886;Smirnoff;3480;KJARNI;16;0;3;PET;500;Karl K. Karlsson hei;420369-7789
00887;Smirnoff;4299;KJARNI;16;1;3;FL.;500;Karl K. Karlsson hei;420369-7789
00890;Smirnoff;2480;KJARNI;16;0;3;FL.;700;Karl K. Karlsson hei;601289-1489
00893;Borzoi;3499;KJARNI;16;0;3;FL.;500;Allied Domecq Spirit;550595-2579
00895;Borzoi;2590;KJARNI;16;0;3;FL.;750;Allied Domecq Ísland;550595-2579
00899;Icy;3470;KJARNI;16;0;3;FL.;1000;Sproti hf.;410785-0809
00900;Absolut;1910;REYNSLA;16;0;3;FL.;500;Karl K. Karlsson hei;570169-0339
00901;Absolut;5899;KJARNI;16;2;3;FL.;700;Karl K. Karlsson hei;570169-0339
00902;Absolut Citron;5899;SÉRFLOKKUR;16;3;3;FL.;700;Karl K. Karlsson hei;570169-0339
00910;Danzka Vodka;4140;REYNSLA;16;3;3;ÁLFL.;1000;Karl K. Karlsson hf.;660608-2060
00915;Ursus Vodka;3190;REYNSLA;16;0;3;FL.;700;Albert Guðmundsson,;550394-2359
00919;Sérpöntun-gin;0;SÉRPÖNTUN;17;3;3;FL.;0;;
00921;Gordon's;5899;KJARNI;17;3;3;FL.;700;Karl K. Karlsson hei;420369-7789
00922;Gordon's;2999;KJARNI;17;3;3;FL.;350;Karl K. Karlsson hei;420369-7789
00926;Tanqueray;7399;KJARNI;17;1;3;FL.;700;;420369-7789
00927;Tanqueray 47,3 % vol.;4290;KJARNI;17;0;3;FL.;700;Karl K. Karlsson hei;420369-7789
00929;Beefeater;3199;KJARNI;17;1;3;FL.;350;Allied Domecq Ísland;550595-2579
00930;Beefeater;6299;KJARNI;17;2;3;FL.;700;Allied Domecq Spirit;550595-2579
00931;Gilbey's London Dry;1800;KJARNI;17;0;3;FL.;500;Karl K. Karlsson hei;601289-1489
00932;Gilbey's;2420;KJARNI;17;0;3;FL.;700;Karl K. Karlsson;601289-1489
00934;Greenall's Original London Dry;5150;SÉRPÖNTUN;17;3;3;FL.;700;;550394-2359
00935;Seagram's Extra Dry;2690;KJARNI;17;0;3;FL.;750;Karl K. Karlsson;570169-0339
00936;Seagram's Extra Dry;1390;KJARNI;17;0;3;FL.;375;Karl K. Karlsson;570169-0339
00937;Seagram's Lime Twisted;3090;REYNSLA;17;0;3;FL.;750;Karl K. Karlsson hei;570169-0339
00941;Old Lady's;0;REYNSLA;17;3;3;FL.;700;;660608-2060
00943;Dillon Gin;3990;KJARNI;17;0;3;FL.;1000;Ölgerðin Egill Skall;420369-7789
00944;Dillon Gin;1750;KJARNI;17;0;3;FL.;500;Ölgerðin Egill Skall;420369-7789
00945;Bombay Sapphire;7399;KJARNI;17;1;3;FL.;700;Austurbakki hf;550595-2579
00947;Lichfield Gin;1780;KJARNI;17;0;3;FL.;700;Austurbakki h.f.;580483-0709
00953;Sérpöntun-sénever;5486;SÉRPÖNTUN;17;3;3;FL.;700;;
00954;Bols Very Old;5589;SÉRPÖNTUN;17;3;3;FL.;1000;Karl K. Karlsson;601289-1489
00956;Jonge Bols;4460;KJARNI;16;0;3;FL.;1000;Karl K. Karlsson;601289-1489
00957;Bokma Oude Frische;6999;SÉRFLOKKUR;17;3;3;FL.;1000;Karl K. Karlsson hf.;601289-1489
00958;Bokma Oude Frische;6899;SÉRFLOKKUR;17;3;3;FL.;700;Karl K. Karlsson;420178-0349
00959;Bols Very Old;4761;SÉRPÖNTUN;17;3;3;FL.;500;;420178-0349
00960;De Kuyper Oude Jenever;2690;REYNSLA;17;0;3;FL.;700;Globus hf;570169-0339
00963;Sérpöntun-romm;7839;SÉRPÖNTUN;14;3;3;FL.;500;;
00969;Bacardi Carta Blanca;5999;KJARNI;14;1;3;FL.;700;Allied Domecq Spirit;550595-2579
00970;Bacardi Carta Blanca;3250;KJARNI;14;2;3;FL.;350;Allied Domecq Spirit;550595-2579
00973;Bacardi Gold;5999;KJARNI;14;0;3;FL.;700;Allied Domecq Spirit;550595-2579
00974;Bacardi Black;4860;SÉRPÖNTUN;14;3;3;FL.;700;Allied Domecq Ísland;550595-2579
00976;Ronrico Silver Label;2380;KJARNI;14;0;3;FL.;700;Lind ehf.;530354-0169
00978;Ronrico Gold;2310;KJARNI;14;0;3;FL.;700;Lind ehf.;601289-1489
00980;Captain Morgan White Rum;6599;REYNSLA;14;1;3;FL.;700;Karl K. Karlsson;501117-0210
00981;Captain Morgan Black;5390;REYNSLA;14;0;3;FL.;700;Karl K. Karlsson hei;501117-0210
00983;Rhum Blanc Martinique;2040;RÝMINGARS;14;0;3;FL.;700;Vínland;00073221
00988;Rhum Rollest;2240;REYNSLA;14;0;3;FL.;700;Gunnar Einarsson & C;00079275
00989;Havana Club Anejo Reserva;2490;KJARNI;14;0;3;FL.;700;Glóbus h.f.;570169-0339
00991;Sérpöntun-ávaxtavín;4924;SÉRPÖNTUN;06;3;2;FL.;500;;
00992;Sérpöntun-líkjörar;0;SÉRPÖNTUN;20;3;3;FL.;0;;
00993;DOM Benedictine;5499;SÉRFLOKKUR;20;2;3;FL.;500;Allied Domecq Spirit;550595-2579
00998;Grand Marnier Cordon Rouge;0;;20;0;3;FL.;350;;00071204
00999;Grand Marnier Cordon Rouge;5499;KJARNI;20;1;3;FL.;500;Lind ehf.;420369-7789
01000;Mikkeller Saison Soltice;722;SÉRPÖNTUN;60;3;1;FL.;330;;670616-1690
01001;Crème de Grand Marnier;1750;KJARNI;20;0;3;FL.;700;Lind ehf.;530354-0169
01002;Grand Marnier Cuvée du Centenaire;16490;SÉRPÖNTUN;20;3;3;FL.;700;Lind ehf.;420369-7789
01003;Mikkeller Sort Gul;728;SÉRPÖNTUN;60;3;1;FL.;330;;670616-1690
01004;Luxardo Sambuca;3590;REYNSLA;20;0;3;FL.;750;Allied Domecq ehf.;550595-2579
01005;Passione Nera Black Sambuca;1730;REYNSLA;20;0;3;FL.;375;Allied Domecq ehf.;550595-2579
01007;Cointreau;5499;KJARNI;20;1;3;FL.;500;Karl K. Karlsson;420178-0349
01008;Gueuze Giardin;1071;SÉRPÖNTUN;60;3;1;FL.;375;;670616-1690
01009;Rodenbach Grand Cru;465;SÉRFLOKKUR;62;3;1;FL.;330;;700103-3660
01010;Bellotti Blanco;2989;SÉRPÖNTUN;02;3;2;FL.;750;;570203-3980
01011;Belotti Rosso;2990;SÉRPÖNTUN;01;3;2;FL.;750;;570203-3980
01012;Cirelli la Collina Trebbiano d'Abruzzo;3290;SÉRFLOKKUR;02;3;2;FL.;750;;630317-2070
01013;Joseph Cartron Abricot;2080;REYNSLA;20;0;3;FL.;700;;580483-0709
01014;Malibu;1331,55;KJARNI;20;0;3;FL.;500;Karl K. Karlsson;601289-1489
01015;Malibu;3299;KJARNI;20;2;3;FL.;500;Karl K. Karlsson hei;550595-2579
01016;Malibu;6199;KJARNI;20;2;3;FL.;1000;Karl K. Karlsson hei;550595-2579
01017;Cirelli la Collina Montepulciano d'Abruzzo;3290;SÉRFLOKKUR;01;3;2;FL.;750;;630317-2070
01018;Drambuie;4926;SÉRPÖNTUN;20;3;3;FL.;500;Allied Domecq Spirit;601289-1489
01019;Highland Pride;0;;;0;0;;0;;
01020;Irish Mist;6381;SÉRPÖNTUN;20;3;3;FL.;500;Allied Domecq Spirit;601289-1489
01021;Carolans Irish Cream;3179;REYNSLA;20;0;3;FL.;500;Allied Domecq Spirit;601289-1489
01022;Saint Brendan's;2190;REYNSLA;20;0;3;FL.;700;Icemex ehf.;530303-2410
01023;Mikkeller George (Cognac Edition);1959;SÉRPÖNTUN;61;3;1;FL.;250;;670616-1690
01024;Baileys;4050;KJARNI;20;1;3;FL.;700;Karl K. Karlsson hei;420369-7789
01025;Mikkeller Mexas Ranger;786;SÉRPÖNTUN;62;3;1;FL.;330;;670616-1690
